PRECTOTCORR_SUM     MERRA-2 Precipitation Corrected Sum (mm/day) ,,,,,,,
QV2M                MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
T2M                 MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
T2M_MAX             MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,
T2M_MIN             MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,
District,Year,Month,Pre_sum,QV2M,T2M,T2M_MAX,T2M_MIN
Jorhat,1996,April,113.44,11.29,26.24,36.37,14.76
Jorhat,1996,May,459.83,16.94,27.59,34.43,18.68
Jorhat,1996,June,163.1,18.43,28.85,36.73,22.4
Jorhat,1996,July,340.71,20.3,28.22,37.57,23.42
Jorhat,1996,August,342.79,19.71,28.34,34.71,23.31
Jorhat,1996,September,144.87,18.67,27.49,35.14,22.77
Jorhat,1996,October,113.42,14.76,24.13,31.27,18.36
Jorhat,1996,November,6.8,11.17,20.44,28.98,12.24
Jorhat,1996,December,0,7.48,17.16,24.98,11.19
Jorhat,ANN,ANN,1823.7,13.78,23.77,37.57,7.86
Jorhat,1997,January,12.79,6.12,15.75,24.16,8.56
Jorhat,1997,February,51.15,6.47,16.27,26.91,7.35
Jorhat,1997,March,117.45,8.94,22.45,32.47,12.94
Jorhat,1997,April,86.79,10.93,24.61,35.04,15.56
Jorhat,1997,May,213.95,14.59,28.34,37.43,20.84
Jorhat,1997,June,461.05,18.99,28.4,34.26,22.04
Jorhat,1997,July,337.99,20.29,28.27,34.39,22.17
Jorhat,1997,August,288.3,20.05,28.73,36.19,23.3
Jorhat,1997,September,204.13,17.99,26.2,34.15,18.74
Jorhat,1997,October,21.82,13.52,23.4,30.31,16.17
Jorhat,1997,November,16.89,10.97,20.06,28.12,13.7
Jorhat,1997,December,22.01,7.9,16.39,24.23,8.53
Jorhat,ANN,ANN,1834.32,13.1,23.28,37.43,7.35
Jorhat,1998,January,12.04,6.26,14.67,24.62,7
Jorhat,1998,February,39.46,7.38,18.04,27.63,10.18
Jorhat,1998,March,72.36,8.45,21.18,32.61,11.6
Jorhat,1998,April,83.37,11.59,26.88,36.59,15.92
Jorhat,1998,May,134.52,15.29,30.4,39.87,21.7
Jorhat,1998,June,501.35,20.2,29.06,35.07,23.24
Jorhat,1998,July,396.89,21.02,28.34,33.86,24.49
Jorhat,1998,August,353.35,20.4,27.83,34.03,24.24
Jorhat,1998,September,106.32,18.68,28.4,34.35,23.32
Jorhat,1998,October,91.1,15.87,26.05,33.5,17.86
Jorhat,1998,November,9.05,11.39,21.75,28.34,15.36
Jorhat,1998,December,5.33,7.47,17.97,26.39,10.68
Jorhat,ANN,ANN,1805.14,13.7,24.24,39.87,7
Jorhat,1999,January,4.8,5.81,16.61,25.78,8.2
Jorhat,1999,February,0.53,6.93,21.32,31.36,10.87
Jorhat,1999,March,20.41,6.54,23.73,33.59,14.85
Jorhat,1999,April,138.52,11.27,29.33,40.13,18.49
Jorhat,1999,May,195,16.36,28.57,38.62,20.87
Jorhat,1999,June,227.51,19.44,29.75,38.68,24.56
Jorhat,1999,July,201.58,20.16,28.55,36.28,23.8
Jorhat,1999,August,426.25,20.08,28.35,36.27,22.19
Jorhat,1999,September,256.15,19.04,27.98,33.72,23.49
Jorhat,1999,October,173.07,16.12,24.91,31.91,19.31
Jorhat,1999,November,8.24,11.12,20.53,28.48,13.76
Jorhat,1999,December,0.61,8.32,17.33,24.59,9.99
Jorhat,ANN,ANN,1652.67,13.47,24.75,40.13,8.2
Jorhat,2000,January,23.29,6.88,15.87,23.51,8.98
Jorhat,2000,February,20.67,6.38,16.49,26.23,9.12
Jorhat,2000,March,26.64,8.44,21.9,34.88,11.74
Jorhat,2000,April,177.96,12.78,26.11,35.73,17.96
Jorhat,2000,May,170.42,15.7,28.7,39.2,19.14
Jorhat,2000,June,315.74,19.65,29.46,38.52,24.51
Jorhat,2000,July,398.17,20.73,28.83,33.89,24.87
Jorhat,2000,August,240.04,20.38,28.6,34.58,24.3
Jorhat,2000,September,358.26,18.73,27.09,35.5,21.41
Jorhat,2000,October,35.06,15.56,25.14,31.77,15.66
Jorhat,2000,November,34.64,10.71,20.35,28.39,13.26
Jorhat,2000,December,6.78,7.35,16.76,25.4,10.29
Jorhat,ANN,ANN,1807.67,13.63,23.79,39.2,8.98
Jorhat,2001,January,7.94,6.9,15.32,23.63,8.91
Jorhat,2001,February,29.71,7.66,18.83,29.04,10.57
Jorhat,2001,March,26.98,8.15,23.18,32.62,13.65
Jorhat,2001,April,93.29,11.58,27.04,36.38,18.45
Jorhat,2001,May,172.83,15.75,29.1,37.75,20.65
Jorhat,2001,June,294.56,19.41,29.06,36.7,23.07
Jorhat,2001,July,235.22,20.69,29.44,37.04,24.32
Jorhat,2001,August,208.68,20.52,29.61,36.53,24.64
Jorhat,2001,September,210.78,18.94,27.29,32.74,23.33
Jorhat,2001,October,87.18,15.51,24.75,30.75,19.06
Jorhat,2001,November,15.39,11.3,21.42,28.48,13.97
Jorhat,2001,December,7.53,7.14,17.49,26.44,10.72
Jorhat,ANN,ANN,1390.09,13.66,24.4,37.75,8.91
Jorhat,2002,January,27.77,7.32,17.1,25.36,8.82
Jorhat,2002,February,28.35,7.4,20.05,30.35,10.24
Jorhat,2002,March,63.13,8.95,23.84,33.83,14.49
Jorhat,2002,April,190.49,12.69,26.38,34.86,18.37
Jorhat,2002,May,133.53,15.36,28.09,38.09,17.75
Jorhat,2002,June,171.11,18.52,30.17,37.92,23.93
Jorhat,2002,July,359.83,20.45,29.13,36.17,24.67
Jorhat,2002,August,381.56,19.79,28.5,35.47,23.28
Jorhat,2002,September,226.8,18.22,27.41,35.3,21.13
Jorhat,2002,October,50.95,14.29,24.18,32.06,16.5
Jorhat,2002,November,33.98,11.03,20.42,27.6,14.18
Jorhat,2002,December,5.88,8.43,16.83,24.91,8.97
Jorhat,ANN,ANN,1673.38,13.57,24.36,38.09,8.82
Jorhat,2003,January,14.99,6.89,15.51,24.29,9.24
Jorhat,2003,February,27,8.08,18.5,27.42,9.78
Jorhat,2003,March,48.02,9.18,22.29,32.6,11.8
Jorhat,2003,April,113.7,13.04,27.06,35.52,17.11
Jorhat,2003,May,128.69,14.47,29.05,38.36,20.78
Jorhat,2003,June,278.4,18.56,29.2,40.08,23.18
Jorhat,2003,July,483.29,20.45,28.84,35.03,24.49
Jorhat,2003,August,276.56,20.64,29.33,35.67,24.72
Jorhat,2003,September,266.64,19.36,27.7,32.12,23.51
Jorhat,2003,October,150.95,15.87,24.38,30.67,19.25
Jorhat,2003,November,12.07,11.17,20.16,29.34,13.14
Jorhat,2003,December,5.32,8.66,16.56,24.01,9.21
Jorhat,ANN,ANN,1805.63,13.89,24.07,40.08,9.21
Jorhat,2004,January,7.43,7.52,15.6,23.29,8.39
Jorhat,2004,February,22.56,7.74,18.31,27.79,8.36
Jorhat,2004,March,69.48,10.98,23.97,34.21,13.71
Jorhat,2004,April,194.45,13.79,25.36,32.93,17.94
Jorhat,2004,May,475.09,16.73,27.76,34.37,20.84
Jorhat,2004,June,266.39,19.15,28.19,33.97,23.33
Jorhat,2004,July,349.3,19.81,27.6,33.49,22.84
Jorhat,2004,August,343.67,20.64,28.92,35.39,24.55
Jorhat,2004,September,162.76,18.5,26.89,31.86,21.96
Jorhat,2004,October,169.81,14.35,23.37,31.11,15.94
Jorhat,2004,November,0.88,10.25,19.72,26.5,12.9
Jorhat,2004,December,11.44,8.52,16.41,24.9,7.93
Jorhat,ANN,ANN,2073.26,14.02,23.52,35.39,7.93
Jorhat,2005,January,25.61,7.57,15.19,23.64,8.76
Jorhat,2005,February,46.61,9.35,19.02,28.94,9.62
Jorhat,2005,March,113.47,11.9,22.59,30.86,14.96
Jorhat,2005,April,164.45,13.51,25.35,32.74,18.3
Jorhat,2005,May,214.61,15.41,26.39,35.06,19.35
Jorhat,2005,June,246.86,19.12,29.85,36.01,24.39
Jorhat,2005,July,292.25,20.38,29.25,35.3,23.86
Jorhat,2005,August,380.89,20.71,28.98,35.09,24.04
Jorhat,2005,September,131.57,18.55,28.59,35.34,23.6
Jorhat,2005,October,79.53,15.06,24.66,31.36,17.83
Jorhat,2005,November,22.8,10.3,19.91,27.41,12.31
Jorhat,2005,December,0.99,7.83,17.69,25.58,10.59
Jorhat,ANN,ANN,1719.64,14.17,23.97,36.01,8.76
Jorhat,2006,January,1.42,6.6,16,25.65,9.34
Jorhat,2006,February,92.43,9.53,20.59,30.98,13.29
Jorhat,2006,March,28.57,9.2,23.05,34.17,15.07
Jorhat,2006,April,199.22,12.85,25.85,35.08,18.06
Jorhat,2006,May,241.67,15.74,28.24,36.67,19.54
Jorhat,2006,June,398.09,19.43,28.76,34.41,23.51
Jorhat,2006,July,285.35,20.8,29.59,35.68,24.67
Jorhat,2006,August,289.54,19.94,29.99,36.89,24.42
Jorhat,2006,September,203.51,18.36,27.5,34.84,22.67
Jorhat,2006,October,94.15,14.67,24.94,31.57,16.65
Jorhat,2006,November,40.43,10.9,20.12,30.04,10.96
Jorhat,2006,December,10.84,8.53,17.06,24.88,10.81
Jorhat,ANN,ANN,1885.22,13.9,24.32,36.89,9.34
Jorhat,2007,January,7.74,7.06,16.05,27.33,9.56
Jorhat,2007,February,71.21,8.09,17.19,26.89,10.01
Jorhat,2007,March,30.17,8.81,21.92,34.79,12.95
Jorhat,2007,April,222.81,13.85,25.8,35.08,16.89
Jorhat,2007,May,213.35,16.13,28.49,38.31,20.75
Jorhat,2007,June,465.52,19.51,28.8,34.21,23.14
Jorhat,2007,July,492.18,20.51,28.49,35.69,22.95
Jorhat,2007,August,309.31,20.54,29.44,36.36,24.19
Jorhat,2007,September,323.89,17.89,27.15,35.23,19.68
Jorhat,2007,October,79.96,15.76,24.51,34.25,17.13
Jorhat,2007,November,37.31,11.68,20.67,28.08,13.93
Jorhat,2007,December,11.87,8.27,16.23,23.05,10.11
Jorhat,ANN,ANN,2265.32,14.04,23.76,38.31,9.56
Jorhat,2008,January,47.21,7.96,15.05,22.89,8.47
Jorhat,2008,February,18.81,7.85,16.69,26.89,8.06
Jorhat,2008,March,92.34,10.97,22.79,31.03,13.72
Jorhat,2008,April,174.56,13.22,26.06,34.67,18.04
Jorhat,2008,May,243.39,16.13,27.82,35.15,21.02
Jorhat,2008,June,478.86,19.55,28.52,33.55,24.12
Jorhat,2008,July,369.82,20.35,28.37,34.49,23.76
Jorhat,2008,August,437.35,20.14,28.06,35.59,23.35
Jorhat,2008,September,205.9,18.85,27.71,32.72,23.54
Jorhat,2008,October,94.96,15.17,24.33,31.4,17.21
Jorhat,2008,November,8.48,10.68,19.59,27.15,13.5
Jorhat,2008,December,3.7,9.74,17.45,25.24,11.21
Jorhat,ANN,ANN,2175.38,14.24,23.55,35.59,8.06
Jorhat,2009,January,24.91,8.71,16.59,23.96,9.81
Jorhat,2009,February,22.17,8.79,18.73,28.72,11.43
Jorhat,2009,March,41.74,9.42,22.65,32.5,12.2
Jorhat,2009,April,152.31,13.45,26.55,35.57,16.93
Jorhat,2009,May,213.59,16.37,27.98,37.25,21.51
Jorhat,2009,June,333.57,18.94,28.94,35.18,23.3
Jorhat,2009,July,381.87,20.76,29.11,36.05,24.45
Jorhat,2009,August,551.58,20.38,28.41,34.68,23.05
Jorhat,2009,September,157.87,18.98,27.84,33.98,22.57
Jorhat,2009,October,149.01,15.26,24.15,32.47,16.32
Jorhat,2009,November,21.16,11.87,19.91,27.87,12.7
Jorhat,2009,December,9.67,9.13,15.62,23.07,9.15
Jorhat,ANN,ANN,2059.45,14.37,23.89,37.25,9.15
Jorhat,2010,January,0.59,7.39,15.93,24.28,9.36
Jorhat,2010,February,6.32,8.15,17.83,26.61,8.89
Jorhat,2010,March,165.3,11.24,23.46,34.31,14.91
Jorhat,2010,April,336.75,15.76,25.89,32.39,19.14
Jorhat,2010,May,260.32,17.73,27.21,33.48,21.1
Jorhat,2010,June,536.29,19.57,28.15,33.75,22.12
Jorhat,2010,July,414.45,20.66,28.37,33.72,24.24
Jorhat,2010,August,431.4,20.44,28.28,34.14,24.06
Jorhat,2010,September,451.49,19.07,27.15,33.16,22.16
Jorhat,2010,October,69.16,16.01,24.25,31.05,16.92
Jorhat,2010,November,45.12,12.45,20.43,26.89,14.34
Jorhat,2010,December,9.26,8.79,16.13,24.54,9.17
Jorhat,ANN,ANN,2726.45,14.8,23.62,34.31,8.89
Jorhat,2011,January,14.16,7.82,14.1,22.39,7.26
Jorhat,2011,February,11.71,8.87,18.09,26.26,9.79
Jorhat,2011,March,132.21,11.11,21.9,30.41,13.61
Jorhat,2011,April,125.47,13.6,25.1,31.94,17.12
Jorhat,2011,May,250.92,16.49,27.53,35.4,19.46
Jorhat,2011,June,291.44,19.48,28.48,35.13,23.05
Jorhat,2011,July,615.32,20.21,27.8,33.28,23.03
Jorhat,2011,August,299.01,19.74,28.65,34.99,23.75
Jorhat,2011,September,314.27,19.36,27.76,33.83,22.37
Jorhat,2011,October,9.14,15.49,24.64,31.96,17.57
Jorhat,2011,November,18.72,10.6,19.3,26.3,13.57
Jorhat,2011,December,16.97,9.08,17.09,26.21,10.34
Jorhat,ANN,ANN,2099.34,14.35,23.39,35.4,7.26
Jorhat,2012,January,14.02,7.61,14.54,22.59,8.08
Jorhat,2012,February,6.72,8.14,17.75,28.36,9.99
Jorhat,2012,March,40.74,9.4,22.2,33.27,11.53
Jorhat,2012,April,199.35,13.5,25.78,34.36,16.47
Jorhat,2012,May,264.21,16.41,28.27,35.52,18.31
Jorhat,2012,June,456.55,19.98,28.38,34.45,23.5
Jorhat,2012,July,436.17,21.3,28.51,33.36,23.95
Jorhat,2012,August,365.21,21.8,29,35.69,24.43
Jorhat,2012,September,430.2,19.96,27.12,34.98,22.5
Jorhat,2012,October,162.94,16.35,25.22,31.54,19.15
Jorhat,2012,November,10.72,12.3,21.29,28.64,15.6
Jorhat,2012,December,14.02,10.28,18.12,25.72,12.16
Jorhat,ANN,ANN,2400.85,14.77,23.86,35.69,8.08
Jorhat,2013,January,5.72,8.82,17.04,25.18,9.03
Jorhat,2013,February,7.36,9.86,21.23,31.14,13.87
Jorhat,2013,March,83.18,11.16,24.34,32.9,15.91
Jorhat,2013,April,127.52,13.79,26.79,35.06,18.74
Jorhat,2013,May,286.73,17.83,27.41,34.57,19.08
Jorhat,2013,June,310.73,20.81,29.38,37.41,24.4
Jorhat,2013,July,416.02,21.62,28.73,35.34,25.21
Jorhat,2013,August,407.06,21.17,28.51,35.57,24.5
Jorhat,2013,September,193.74,19.83,27.79,34.17,23.39
Jorhat,2013,October,180.72,15.94,24.73,32.69,15.99
Jorhat,2013,November,1.36,11.16,20.19,27.27,14.33
Jorhat,2013,December,8.23,9.63,16.51,25,9.13
Jorhat,ANN,ANN,2028.37,15.16,24.4,37.41,9.03
Jorhat,2014,January,3.38,9.07,17.03,25.31,10.22
Jorhat,2014,February,46.74,9.18,18.61,27.35,10.92
Jorhat,2014,March,24.64,10.76,23.29,34.79,13.88
Jorhat,2014,April,31.46,11.9,28.18,38.57,18.78
Jorhat,2014,May,429.67,17.45,28.34,37.35,21.4
Jorhat,2014,June,344.78,20.88,29.26,35.18,24.39
Jorhat,2014,July,342.99,21.61,28.95,34.32,24.81
Jorhat,2014,August,448.64,21.26,28.28,34.41,24.27
Jorhat,2014,September,386.25,19.7,27.76,35.16,22.87
Jorhat,2014,October,25.64,16.08,25.48,32.57,18.64
Jorhat,2014,November,12.05,13.18,21.57,28.31,15.32
Jorhat,2014,December,4.41,10.52,18.85,25.57,11.89
Jorhat,ANN,ANN,2100.65,15.17,24.66,38.57,10.22
Jorhat,2015,January,10.4,9.68,18.39,26.87,11.33
Jorhat,2015,February,29.62,9.93,20.22,30.38,12.4
Jorhat,2015,March,34.81,11.15,24.27,34.62,14.56
Jorhat,2015,April,203.33,14.11,24.96,32.9,19.09
Jorhat,2015,May,349.56,17.74,27.88,34.92,21.41
Jorhat,2015,June,556.45,20.84,28.46,35.69,23.7
Jorhat,2015,July,291.35,21.02,28.59,35.38,24.32
Jorhat,2015,August,539.07,20.87,28.1,34.42,23.88
Jorhat,2015,September,228.47,19.97,27.62,34.5,23.85
Jorhat,2015,October,67.19,16.17,25.13,32.29,19.38
Jorhat,2015,November,23.05,12.49,21.39,28.75,15.39
Jorhat,2015,December,15.05,9.74,17.69,26.2,10.88
Jorhat,ANN,ANN,2348.35,15.34,24.41,35.69,10.88
Jorhat,2016,January,27.48,8.92,16.96,24.1,11.51
Jorhat,2016,February,62.83,10.61,20.4,29.46,13.59
Jorhat,2016,March,94.92,12.15,23.55,33.59,16.94
Jorhat,2016,April,294.24,15.85,26.32,34.96,18.14
Jorhat,2016,May,238.9,17.27,27.2,34.18,20.33
Jorhat,2016,June,295.91,20.62,28.9,34.64,24.75
Jorhat,2016,July,481.96,21.2,28.48,33.57,24.48
Jorhat,2016,August,184.07,21.72,29.85,37.43,25.59
Jorhat,2016,September,343.17,20.06,27.76,34.46,21.83
Jorhat,2016,October,100,17.05,26.05,33.56,19.88
Jorhat,2016,November,13.36,13,22.14,29.11,15.78
Jorhat,2016,December,4.06,10.5,19.69,26.4,12.9
Jorhat,ANN,ANN,2140.9,15.76,24.78,37.43,11.51
Jorhat,2017,January,6.09,8.63,18.41,27.12,11.24
Jorhat,2017,February,68.41,9.86,20.91,29.74,13.71
Jorhat,2017,March,104.29,10.98,22.23,30.74,15.04
Jorhat,2017,April,254.04,15.04,25.8,33.76,16.62
Jorhat,2017,May,326.53,17.77,27.7,33.57,20.93
Jorhat,2017,June,415.08,20.54,28.73,35.33,23.33
Jorhat,2017,July,559.15,20.93,28.63,37.9,24.27
Jorhat,2017,August,339.98,21.44,28.89,35.39,24.49
Jorhat,2017,September,308.81,20.51,27.87,34.16,24.22
Jorhat,2017,October,223.77,17.75,26.08,32.8,17.78
Jorhat,2017,November,7.98,12.55,21.61,27.84,14.09
Jorhat,2017,December,2.22,10.95,19.04,25.28,13.05
Jorhat,ANN,ANN,2616.35,15.61,24.67,37.9,11.24
Jorhat,2018,January,11.2,9.42,17.04,23.99,10.31
Jorhat,2018,February,23.38,10.25,19.59,27.6,13.22
Jorhat,2018,March,101.5,11.97,23.1,31.87,16.08
Jorhat,2018,April,142.16,13.95,26,34.39,18.18
Jorhat,2018,May,217.67,17.02,27.02,33.86,20.2
Jorhat,2018,June,320.61,20.4,28.92,35.36,24.67
Jorhat,2018,July,458.16,21.45,28.99,34.51,24.92
Jorhat,2018,August,387.19,21.28,29.06,36.99,24.72
Jorhat,2018,September,310.09,20.12,27.91,34.45,23.57
Jorhat,2018,October,39.01,15.34,24.7,30.94,19.1
Jorhat,2018,November,40.9,11.87,20.61,27.91,14.85
Jorhat,2018,December,25.58,9.77,17.92,24.87,10
Jorhat,ANN,ANN,2077.45,15.26,24.26,36.99,10
Jorhat,2019,January,12.59,8.15,16.85,25.6,9.69
Jorhat,2019,February,45.73,9.38,19.11,27.76,11.75
Jorhat,2019,March,57.97,10.48,22.23,31.91,12.14
Jorhat,2019,April,118.7,14.03,26.5,36.8,17.91
Jorhat,2019,May,365.23,17.66,27.44,34.09,22.28
Jorhat,2019,June,396.38,20.71,29.55,35.68,23.97
Jorhat,2019,July,606.11,20.91,28.31,34.22,24.25
Jorhat,2019,August,183.73,21.65,29.74,36.03,24.21
Jorhat,2019,September,385.53,19.87,27.7,35.06,22.81
Jorhat,2019,October,183.94,16.69,25.41,30.95,18.68
Jorhat,2019,November,10.16,14.15,22.83,29.31,17.92
Jorhat,2019,December,3.3,9.67,17.31,24.74,9.99
Jorhat,ANN,ANN,2369.37,15.31,24.43,36.8,9.69
Jorhat,2020,January,31.61,8.9,16.22,23.18,9.31
Jorhat,2020,February,28.84,9.63,18.87,28.03,10.21
Jorhat,2020,March,25.42,11.26,22.94,33.47,16
Jorhat,2020,April,333.64,13.61,24.8,32.97,17.93
Jorhat,2020,May,343.2,16.61,27.26,34.05,21.11
Jorhat,2020,June,520.24,20.34,28.32,34.21,21.48
Jorhat,2020,July,507.05,21.1,28.14,32.63,24.33
Jorhat,2020,August,310.75,21.52,28.98,38.99,23.98
Jorhat,2020,September,353.83,20.73,27.85,35.11,23.31
Jorhat,2020,October,205.03,18.6,26.66,32.83,20.18
Jorhat,2020,November,23.5,12.71,21.23,29.15,14.66
Jorhat,2020,December,5.94,10.04,17.38,24.87,11.33
Jorhat,ANN,ANN,2689.05,15.44,24.07,38.99,9.31
Jorhat,2021,January,15.88,9.43,16.88,24.61,10.91
Jorhat,2021,February,6.69,9.82,19.55,27.58,11.83
Jorhat,2021,March,57.35,11.14,23.1,32.38,15.25
Jorhat,2021,April,61.21,12.97,26.46,36.49,18.78
Jorhat,2021,May,291.82,17.08,28.05,36.04,21.06
Jorhat,2021,June,415.89,20.19,28.28,33.41,23.39
Jorhat,2021,July,311.39,21.1,28.84,34.96,24.24
Jorhat,2021,August,390.51,20.82,28.23,35.56,23.15
Jorhat,2021,September,159.31,19.94,28.54,35.04,24.12
Jorhat,2021,October,114.84,17.5,26.4,34.45,19.17
Jorhat,2021,November,9.42,11.75,20.24,27.83,13.8
Jorhat,2021,December,8.38,9.75,18.07,25.98,10.38
Jorhat,ANN,ANN,1842.69,15.16,24.41,36.49,10.38
Jorhat,2022,January,29.09,8.38,16.17,24.09,8.91
Jorhat,2022,February,64.89,8.08,16.29,26.36,8.92
Jorhat,2022,March,56.34,11.1,24.55,33.53,14.56
Jorhat,2022,April,313.24,15.59,25.14,32.26,19.03
Jorhat,2022,May,313.65,17.37,27.18,33.65,19.46
Jorhat,2022,June,577.07,19.61,27.62,32.83,22.54
Jorhat,2022,July,291.3,21.16,29.17,36.51,24.59
Jorhat,2022,August,260.43,21.1,29.34,35.52,24.41
Jorhat,2022,September,244.27,19.73,27.74,33.73,23.54
Jorhat,2022,October,276.33,16.29,24.85,34.04,16.52
Jorhat,2022,November,0,10.84,19.82,27.66,13.64
Jorhat,2022,December,15.21,10.07,17.5,25.25,10.23
Jorhat,ANN,ANN,2441.82,14.98,23.83,36.51,8.91
Jorhat,2023,January,3.13,8.39,16.07,26.59,9.6
Jorhat,2023,February,54.55,9.98,19.22,27.61,12.01
Jorhat,2023,March,106.74,11.49,22.27,31.7,14.4
Jorhat,2023,April,143.4,13.62,25.62,34.49,16.98
Jorhat,2023,May,202.89,15.27,27.05,37.03,20.67
Jorhat,2023,June,391.99,19.52,29.24,36.82,23.55
Jorhat,2023,July,458.84,21.04,29.49,35.75,24.89
Jorhat,2023,August,366.93,21.3,28.81,34.63,23.73
Jorhat,2023,September,159.7,19.47,29.28,36.35,24.19
Jorhat,2023,October,143.23,16.12,25.1,32.99,17.94
Jorhat,2023,November,14.47,11.53,20.88,27.69,15.02
Jorhat,2023,December,23.23,10.05,18.65,26.37,12.14
Jorhat,ANN,ANN,2069.1,14.84,24.33,37.03,9.6
Jorhat,2024,January,4.39,7.84,16.55,25.06,10.27
Jorhat,2024,February,48.64,8.39,18.01,26.54,10.68
Jorhat,2024,March,88.04,10.41,22.38,31.89,14.19
Jorhat,2024,April,125.58,13.71,26.93,35.88,19.35
Jorhat,2024,May,196.33,16.08,28.58,40.19,19.42
Jorhat,2024,June,487.67,20.69,29.22,34.63,24.5
Jorhat,2024,July,440.98,21.71,29.45,37.07,24.64
Jorhat,2024,August,344.16,21.13,29.26,35.48,24.46
Jorhat,2024,September,244.81,20.54,29.82,37.33,23.46
Jorhat,2024,October,163.41,16.82,24.99,31.67,19.91
Jorhat,2024,November,2.41,12.56,21.3,29.75,13.59
Jorhat,2024,December,0.58,8.94,16.74,23.54,10.93
Jorhat,ANN,ANN,2147,14.92,24.44,40.19,10.27
Kamrup,1981,January,29.81,8.09,14.92,25.65,7.1
Kamrup,1981,February,29.15,8.02,16.29,29.02,7.64
Kamrup,1981,March,71.14,9.74,20.79,30.53,9.91
Kamrup,1981,April,187.78,12.7,23.41,33.51,13.9
Kamrup,1981,May,251.47,16.19,26.43,35.17,19.22
Kamrup,1981,June,171.5,18.8,28.13,36.46,22.21
Kamrup,1981,July,512.47,19.95,27.97,35.67,22.75
Kamrup,1981,August,231.86,20.07,27.62,34.88,23.26
Kamrup,1981,September,264.11,18.63,26.49,34.19,21.09
Kamrup,1981,October,8.84,14.79,23.45,32.26,15.38
Kamrup,1981,November,1.59,11.28,19.38,28.94,11.23
Kamrup,1981,December,66.21,9.05,15.44,26.19,7.57
Kamrup,ANN,ANN,1825.93,13.98,22.56,36.46,7.1
Kamrup,1982,January,1.9,8.15,15.49,26.94,8.15
Kamrup,1982,February,11.11,7.43,16.12,27.92,6.64
Kamrup,1982,March,12.11,8.67,20.64,33.9,8.67
Kamrup,1982,April,390.99,13.16,24.68,34.01,15.96
Kamrup,1982,May,244.43,15.64,26.82,35.39,18.99
Kamrup,1982,June,399.25,18.48,27.27,36.06,22.32
Kamrup,1982,July,271.96,19.43,27.53,35.27,22.65
Kamrup,1982,August,268.06,19.87,27.5,34.47,22.8
Kamrup,1982,September,140.52,18.29,26.3,33.92,20.41
Kamrup,1982,October,16.21,13.87,23.34,31.07,15.26
Kamrup,1982,November,44.62,11.04,18.75,29.9,9.87
Kamrup,1982,December,0.3,7.86,14.82,23.8,6.01
Kamrup,ANN,ANN,1801.46,13.52,22.47,36.06,6.01
Kamrup,1983,January,7.91,6.56,14.03,25.81,4.85
Kamrup,1983,February,19.18,5.95,15.7,28.42,3.63
Kamrup,1983,March,14.44,7.07,21.55,34.73,9.33
Kamrup,1983,April,81.59,9.41,25.55,36.8,13.44
Kamrup,1983,May,136.37,15.03,26.85,38.37,18.86
Kamrup,1983,June,270.4,17.56,29.05,37.48,22.44
Kamrup,1983,July,235.87,18.94,28.54,36.57,23.23
Kamrup,1983,August,221.72,19.09,27.5,35.59,22.87
Kamrup,1983,September,307.53,18.57,26.54,34.3,21.81
Kamrup,1983,October,149.94,15.8,23.63,33.75,13.78
Kamrup,1983,November,1.78,10.81,19.26,29,10.99
Kamrup,1983,December,10.42,7.73,14.69,24.75,5.64
Kamrup,ANN,ANN,1457.15,12.75,22.77,38.37,3.63
Kamrup,1984,January,10.66,6.36,13.21,23.79,5.3
Kamrup,1984,February,11.77,6.19,15.7,28.6,4.98
Kamrup,1984,March,2.84,6.62,22.67,36.19,8.79
Kamrup,1984,April,120.73,11.53,27.15,37.73,15.93
Kamrup,1984,May,225.82,15.66,26.93,36.66,19.86
Kamrup,1984,June,284.11,18.58,28.05,38.3,22.35
Kamrup,1984,July,421.69,19.31,27.2,34.75,22.61
Kamrup,1984,August,116.69,19.3,27.74,35.52,22.45
Kamrup,1984,September,336.2,17.38,25.37,33.04,19.01
Kamrup,1984,October,55.61,15.41,23.83,35.94,15.86
Kamrup,1984,November,0.3,9.97,18.32,28.85,10.78
Kamrup,1984,December,8.4,7.71,14.82,25.99,5.96
Kamrup,ANN,ANN,1594.82,12.85,22.6,38.3,4.98
Kamrup,1985,January,0.15,6.88,14.56,26.03,6.1
Kamrup,1985,February,18.98,6.03,16,29.54,6.25
Kamrup,1985,March,44.77,8.75,23.01,33.88,12.87
Kamrup,1985,April,149.35,12.88,26.04,35.03,18.14
Kamrup,1985,May,92.62,14.19,27.46,37.34,19.33
Kamrup,1985,June,174.92,17.97,28.72,37.11,22.05
Kamrup,1985,July,258.94,18.44,27.36,36.25,21.94
Kamrup,1985,August,138.22,19.35,28.42,36.2,22.84
Kamrup,1985,September,300.26,18.03,26.55,35.93,20.79
Kamrup,1985,October,23.6,14.68,23.59,32.67,14.77
Kamrup,1985,November,2.97,9.61,18.44,27.98,10.54
Kamrup,1985,December,20.92,7.76,16.14,25.72,7.74
Kamrup,ANN,ANN,1225.7,12.92,23.06,37.34,6.1
Kamrup,1986,January,2.4,6.9,15.24,25.89,6.5
